empresa,ticker,data_publicacao,fonte,tipo,titulo,url,snippet_ou_trecho,sentimento,tags,severidade,resumo_curto
OceanPact,OPCT3,2026-03-05T08:00:00+00:00,Google News,noticia,OceanPact (OPCT3): surgiu um tsunami de oportunidades? - Acionista.com.br,https://news.google.com/rss/articles/CBMiggFBVV95cUxNVWp3TzJJRFhjX0d5TF9qNDZwX2Y2VDRlR1RBUnJXdXFZUmF6Y202Z21mMlBGZ0NQU3A3RHBtZmhFLW9lbDJoQ3Vua2ZZS2FieUJrQUZSWTdlSnh2UVZDSVZWbUszUmpEamQ5Zk1FSmhrUnRwVUxGc3U5WXlxbmNNTEtB?oc=5,OceanPact (OPCT3): surgiu um tsunami de oportunidades? Acionista.com.br,positivo,m&a_estrategia;setor_macro,1,"Título sugere surgimento de oportunidades para a OceanPact (OPCT3), porém o trecho fornecido contém apenas o título e cabeçalho, sem dados concretos, números ou detalhes específicos sobre as oportunidades mencionadas."
OceanPact,OPCT3,2026-03-02T08:00:00+00:00,Google News,noticia,"OceanPact, MBRF, Pague Menos, Petrobras e mais ações para acompanhar hoje - InfoMoney",https://news.google.com/rss/articles/CBMirgFBVV95cUxOSXNyTVRkaktXR1E0Tkx0MmVEcTQ3bjVmZG1NazJJa3U2STBPZ2N1SHkzRm9mcW55RGp4alkxZ2VTZ1V4clpjY3BTNnNtR0l2VjJ3YlZqQ2NxcjEyYU5zT0ItQl9vNVNPRnNPTlpPOFd2UFF0WHFjZ3BZb0xMR2hOVlRUNnpVdFdISzI5UV9Td180T3dLUGNJWkNhNDlrM1hQb2VfcUNDOTViUWxrTkHSAbMBQVVfeXFMTk9UZWppXzZCYjRFVkJFMGZhOXgwWWZNdHNMVnAwOUNaTUl3UU5nUk0wSFBDU0ZEV2QyWS1VWVlfdFJKMmdQaXlsUkVHSktiODlmUDN3Y3diRlA5UG9WYjlCOXdhUEw4WWg5eVVyVmQ4czFybW1CcFRybURtUXpLM0pPUjB4dktQUnNXeXA0NF9LN1ZkempHMmNLdmZ6Z3NpcWl2aE1xdXQ3VXlSTDFfLTVBR2M?oc=5,"OceanPact, MBRF, Pague Menos, Petrobras e mais ações para acompanhar hoje InfoMoney",neutro,setor_macro,1,"Listagem de ações para acompanhamento intradiário: OceanPact, MBRF, Pague Menos e Petrobras. Trata-se de um aviso de monitoramento de mercado sem informações específicas de eventos ou dados quantitativos."
OceanPact,OPCT3,2025-12-23T08:00:00+00:00,Google News,noticia,OceanPact (OPCT3) firma contrato de cerca de R$ 500 milhões com a Petrobras (PETR4) - Money Times,https://news.google.com/rss/articles/CBMipAFBVV95cUxNNTJlVGk5UXZiMzVLS2M2cGlucHNETGJtMWdzU2h4eVNaX243TWdZV2M3U3R2R2pPRU5oT0ZVdmN0dlBZR2dNWkJqUk5LdGZzQ1FFNzltdTBDSUhFQ0ItVkwxZHcxN2pFaUFqT0tVYzJfcHpBQzlCXzlUZWc1dTFtZlJneHM1VE5mLXN6dU1hcWoxSUFReXhnd0w1aThKTTFHWDVjRQ?oc=5,OceanPact (OPCT3) firma contrato de cerca de R$ 500 milhões com a Petrobras (PETR4) Money Times,positivo,m&a_estrategia;operacional_incidente,2,"OceanPact (OPCT3) assegurou contrato de aproximadamente R$ 500 milhões com a Petrobras (PETR4), representando uma importante operação comercial para a empresa."
OceanPact,OPCT3,2026-02-27T08:00:00+00:00,Google News,noticia,Gigante à vista: OceanPact (OPCT3) e CBO se fundem para criar colosso dos mares de R$ 4 bilhões - Guia do Investidor,https://news.google.com/rss/articles/CBMizAFBVV95cUxQRU00WE1NSk5KRzB5NGhaTzlmSExyLWtZYWpJWnQ2dklTMzJDN2o1c0VPdUgtcG1NWXZuTlowMlduNzJOVjFCMWhGVm5IR2dNZTNzUzVMbTJtUXZ4MmNwQW1vUllVWGZqVDRBRERVQW5hS3ZKQW55Q2Q3U3ZvNEdWMjIzQnRCeWRNaW15LWFDZzNJQjRXYXk0TXkyYXN3TkRKNHNRbFliQk9iV3N0elhNeE00QnVhVTRfaU1tZ3ZJVXlydTVrSHhqRTYyeTM?oc=5,Gigante à vista: OceanPact (OPCT3) e CBO se fundem para criar colosso dos mares de R$ 4 bilhões Guia do Investidor,positivo,m&a_estrategia,2,OceanPact (OPCT3) e CBO anunciam fusão para criar empresa de R$ 4 bilhões no setor de serviços marítimos. A combinação das duas empresas visa fortalecer posição competitiva no mercado.
OceanPact,OPCT3,2025-10-14T07:00:00+00:00,Google News,noticia,Dividendos no radar? Por que o BBI está otimista com OceanPact e vê retorno de 52% - InfoMoney,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOR1VxSEpsMXA1T3VOV09YRjA4TFJxSF9KNTlzc2NhU0tCdG45NHRuX29rNk9IV3o3LVN3c2VWWGtXTFo5Z3MzVFNvSnFYZldBa0dPM3M4REV0MkRfT0NwczM1X3R0c2xCRVdkMzB2MG5nSTZGd1lsNEc2VHpvMlAxV1FTSkppbHlKTTB0Szc3VE85MzRsWU0xQS1zRnMxVDdIV1laVXRLb3E1cngyNERiNUVxdk5lSWRPNFRDNEdYWDJpTkXSAcgBQVVfeXFMTjFUSDNPSjN6WWw3cXZ1SXhoLTJRVElEcy15eE5jSWVDS25FY0dUTHg1RVFjbmJJRDFoZS0zSXpfZ0JidEhVUU1fZWI2T29takVJOFJvSlF2WUxjYWNMbjNOVmp6SThiS1FVaVE2bFpNbkg5bGE4Z2h3Q05JeFhJOW5nX3NLaFNpcFBPZEFwU3NlWnZfSjRYQXdNdVRudkFJOVRiSU01RExBR2xnWEtBSWlEZ3ZfTDRTTmNYSTc1MkJRRHhqZ0ZsSDQ?oc=5,Dividendos no radar? Por que o BBI está otimista com OceanPact e vê retorno de 52% InfoMoney,positivo,resultado_guidance,2,"O banco BBI emite recomendação otimista sobre a OceanPact com projeção de retorno de 52%, sinalizando potencial de pagamento de dividendos."
OceanPact,OPCT3,2026-03-02T08:00:00+00:00,Google News,noticia,Oceanpact (OPCT3) cai mesmo após fusão bilionária; mercado ignorou boa notícia? - Guia do Investidor,https://news.google.com/rss/articles/CBMitwFBVV95cUxOLS1VS05ZWUdjWmhrN1hIbFFKUklZYkN3S3oyajdmNWFDaWhMVzJIWDJ2QjNlekRfY0dGUEhYVUR4VDhCYW9kVml0RHZ5VGo1WklRVkxZbjEtRUVNQmdqYlN6Z1JJTFQ0R1IzWVAtcEJXalJWRzVIb3YyLXYwQU5CZUFub3FTVm1Mcnd6VTJOYjBMcjZ4WTRYYUNpdVFTVWtMVG11cGZHWFZycXRESE9IUi1meVhPck0?oc=5,Oceanpact (OPCT3) cai mesmo após fusão bilionária; mercado ignorou boa notícia? Guia do Investidor,negativo,m&a_estrategia,2,"Oceanpact (OPCT3) registrou queda de preço apesar do anúncio de uma fusão bilionária, indicando que o mercado não reagiu positivamente à notícia."
OceanPact,OPCT3,2026-03-05T08:00:00+00:00,Google News,noticia,OceanPact reverte prejuízo e lucra R$ 24 milhões no 4T25; receita e Ebitda avançam na B3 - ADVFN,https://news.google.com/rss/articles/CBMiakFVX3lxTFBzNzNEdFJaUktDMlZ6TExJTEV2UHJZNmZtZXFiM3B1czB5VEYxLW5NdXZ4b2NmNzB0LVl6T25PYVBrQjVYT2hKcXI5dVRXMk9lLUIwdTRCTnFkX3EwWFlScFd3NERCNTB0d3c?oc=5,OceanPact reverte prejuízo e lucra R$ 24 milhões no 4T25; receita e Ebitda avançam na B3 ADVFN,positivo,resultado_guidance,2,"OceanPact reverteu prejuízo e registrou lucro de R$ 24 milhões no 4T25, com avanços em receita e Ebitda."
OceanPact,OPCT3,2026-03-13T07:00:00+00:00,Google News,noticia,Preço-justo do InvestingPro identificou ganho de 50% nas ações da OceanPact Por Investing.com - br.investing.com,https://news.google.com/rss/articles/CBMizgFBVV95cUxPUHh3MlBBQnVlbmQ4b3d4d2o4OGN0MkpDLTJyZTNKMnVFa2dyU0R6SWtlcmtfU2pUNVE4eEJQNk5wRThmVjJIU0docHVuLVhUMThfRGxyMkg3eUR1aXIxT2RuVVZHWWJxb1NiLWJNcmFseU83dXhoQXFjRTMtWDZLdkdYMDl3QUM0dzNHeXAwTC1ZNW5ldkxybUlLdG1EQzZqaE5ZM2JRblZBRC0wYVRqLUZoeHZNN2pjZkdQdWd6OVFjaTBVOUJaN2g0cGxTdw?oc=5,Preço-justo do InvestingPro identificou ganho de 50% nas ações da OceanPact Por Investing.com br.investing.com,positivo,resultado_guidance,1,"A ferramenta InvestingPro identificou potencial de ganho de 50% nas ações da OceanPact baseado em análise de preço-justo. Trata-se de recomendação de analista, não de fato corporativo confirmado."
OceanPact,OPCT3,2026-03-05T08:00:00+00:00,Google News,noticia,Oceanpact reverte prejuízo com lucro de R$24 mi no 4º tri - TradingView,https://news.google.com/rss/articles/CBMid0FVX3lxTE5oN2xhMnZFU2hRXzVZY09scDZ0WXI2RUtrc09KVEh3UmZJNWVWWlJFTXNnR3dveE1YYld5QUk5UXl4TGZCN2NzekRiODNUZ3MwQjhWTXd5bGFxQnQ3WG1NQVlXSDF6Nk9WN3JCT29DWjRTOUpTUDd3?oc=5,Oceanpact reverte prejuízo com lucro de R$24 mi no 4º tri TradingView,positivo,resultado_guidance,2,"Oceanpact reverteu prejuízo anterior e registrou lucro de R$24 milhões no 4º trimestre, demonstrando recuperação operacional no período."
OceanPact,OPCT3,2026-03-05T08:00:00+00:00,Google News,noticia,Oceanpact reverte prejuízo com lucro de R$24 mi no 4º tri Por Reuters - br.investing.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxNS1gyX1czLVEzLVctNzhsUXpwemVoR3hjb3lWb3V2ekp5OWdIT1dtMDFpTDVmUlVGakVBRkU4V1FUVkdwU1I0S2FHc1FDVWd5QjNTbEZwbC1SUVlKUEJYNE5FajJyLW9NOTZacHNBdm85UVMzblJYdTAwSnE0SzVWWXdOeUZKOTdkTmF1NUNWVThIa0F6WnRjWEVkUTVOV3V0Q0g4SkJtSmFzbVBTb0o4WVdB?oc=5,Oceanpact reverte prejuízo com lucro de R$24 mi no 4º tri Por Reuters br.investing.com,positivo,resultado_guidance,2,Oceanpact reverteu prejuízo anterior e obteve lucro de R$24 milhões no quarto trimestre. A empresa apresentou recuperação significativa nos resultados do período.
OceanPact,OPCT3,2025-11-13T08:00:00+00:00,Google News,noticia,OceanPact reverte prejuízo e lucra R$ 58 milhões no 3T25 - ADVFN,https://news.google.com/rss/articles/CBMilgFBVV95cUxPcnptYnRoS2tjYTllTTBZampQdnRjYjUzbTZScXFMLVc4T2NBRXU3R3JNdTZSNUJRRXRlU3l2dnNwMlBSSWNFcUxiRUl5by1FZnNUSWRtTFJzbjZsTnNPcVBqWHJ6Q1kzTml0OUF0WUtzREVWdTBsT05DclRBMG5RM29wdC1BTXd6S3hKazZWem9IQ0JaV1E?oc=5,OceanPact reverte prejuízo e lucra R$ 58 milhões no 3T25 ADVFN,positivo,resultado_guidance,2,"OceanPact reverteu prejuízo e obteve lucro de R$ 58 milhões no terceiro trimestre de 2025, demonstrando melhora na lucratividade da empresa."
OceanPact,OPCT3,2025-11-12T08:00:00+00:00,Google News,noticia,OceanPact (OPCT3) registra lucro de R$ 58 milhões no 3T25; receita de R$ 614 mi e EBITDA de R$ 213 mi - Visno Invest,https://news.google.com/rss/articles/CBMizgFBVV95cUxNRmVuMjVkY0dha2VwdGZRUlR1ZjY5ODJ5OVZ2VnNpbFFOSkJUWE5xcDFJS0xjVXdIRUFxcGlVbnFlLUpmVVJjQkRabnFDMm5HaEcwNWtQVE5XM01xVEYwSV90ZGR1NlR1c092Z0VrLUJGUHNPcFAyUjEzNWZ5QnRjYW1HajlkYi1VdUh3WVgwVllTbzVENDlUaEtPNndOR2dqTDdwYmFTeXNZVldlNXRBdHNqME5BcmotSTVTWmhxT3lpejZucERYUi13aEp4dw?oc=5,OceanPact (OPCT3) registra lucro de R$ 58 milhões no 3T25; receita de R$ 614 mi e EBITDA de R$ 213 mi Visno Invest,positivo,resultado_guidance,2,"OceanPact reportou lucro de R$ 58 milhões no 3T25, com receita de R$ 614 milhões e EBITDA de R$ 213 milhões, demonstrando desempenho operacional positivo no trimestre."
OceanPact,OPCT3,desconhecida,RI OceanPact,comunicado_oficial,Atas e Assembleias,https://ri.oceanpact.com/governanca/atas-e-assembleias/,,neutro,governanca,1,"Notícia refere-se a atas e assembleias, possivelmente de caráter administrativo ou de governança corporativa. Sem trecho disponível para análise específica de conteúdo."
OceanPact,OPCT3,desconhecida,RI OceanPact,comunicado_oficial,Resultados Trimestrais,https://ri.oceanpact.com/informacoes-financeiras/resultados-trimestrais/,,neutro,resultado_guidance,1,Anúncio de resultados trimestrais sem informações específicas disponíveis no trecho fornecido. Impossível avaliar impacto sem dados concretos de desempenho.
OceanPact,OPCT3,desconhecida,RI OceanPact,comunicado_oficial,Debêntures,https://ri.oceanpact.com/debentures/,,neutro,liquidez_refinanciamento,1,"Notícia refere-se a debêntures, instrumento de financiamento via títulos de dívida. Sem informações específicas disponíveis no trecho para análise detalhada."
OceanPact,OPCT3,desconhecida,RI OceanPact,comunicado_oficial,Divulgação dos Resultados 3T18,https://ri.oceanpact.com/#,,neutro,resultado_guidance,1,Divulgação de resultados do terceiro trimestre de 2018. Sem dados específicos disponíveis no trecho para análise detalhada.
Brava Energia,BRAV3,2026-03-30T19:25:09+00:00,Google News,noticia,Brava Energia (BRAV3) dispara após iniciar perfuração em novos poços - suno.com.br,https://news.google.com/rss/articles/CBMikAFBVV95cUxNNkxBbVNoLWhEMmcxSGFMYi10UUt3TWYxeF9lOENaWmNoYVBWNnlVeV9uVmM5Tnd3SzBod3NQSHE1ck85MzBMcmEwZVpzdGtzM0pFZXVNdmZqNm1NeFRXNUJmRjE5cjhVaTBPMGVtZk9keERHLUpOV0hyZ1ZSdkxZb3JzY3o1RDNNc3lYclNzalDSAZYBQVVfeXFMTktvb0tacDhjclFmemUwRUY5c3FmeGFqQzdiSU1pODc4dzd4NG1NVFE2QTYtemVLNm5SY0V1WkZpaEU2OFNxQk9MZnJsdmhmNHNtUlBZaFFIcDFDc1Y3aVhxS3hOVXNFaW14U1M5OGtJemg1dThScjF5X2lVcDdUMjhaYWI2REZnVUhmQjBhV3NjSmI5RmVB?oc=5,Brava Energia (BRAV3) dispara após iniciar perfuração em novos poços suno.com.br,positivo,operacional_incidente,2,"Brava Energia iniciou perfuração em novos poços, resultando em valorização de suas ações (BRAV3). O evento representa progresso operacional na exploração de petróleo."
Brava Energia,BRAV3,2026-03-17T07:00:00+00:00,Google News,noticia,Brava Energia (BRAV3): Petrobras mela planos de expansão e ações despencam - Valor Investe,https://news.google.com/rss/articles/CBMi8gFBVV95cUxNcFplSlRYcUI2b3ZWZjhxdnFBOXZMeVZxbTlfR2ZBdEI0OUdTMFV4ay04VjF5YTFiVzZaQ3JBRzRiR2Vhcnd0dEd6MmxnQmpySkFHTjd4Nk4tdWh1RHM0R0hKN2tmOWhfdmlBSmtGMVoxeVRCMzlaMDVBSTY2dXQ4WmN3LTNqRklubVhFUHdxLXNrV0RaSllzT0ZsdVNjWmRTYXY4SlFnSkEybXh6Nk1PWkNnX2NRTExvZlo1VXBVdy1udTN3Nm80NE8xN2Y1UUh4ZDFScG1yTW1nUHJxcEJTVm9ETTNFeEhvZ2dQZXFOTTZKd9IBgAJBVV95cUxPaFBoUTBaR0RKVmJJMDZhS00tYlBqenFGWmxUczd1YnFfM0lxd3pib3ZJal9xVl9aLXlHQUpfY1puN0E2LTdPYjdkTTg1VjFpTlVqWEZZLTlrSmtBZVQ3c1dKTEZlMHcyVTJtVHFILWc4OVp5SUR1dHYxXzhrU2tadmFWckducUlmZVQ3SWR1LVlrMGJHT1VaaGVlS2FBTUxQSXRBdlloWnJwM0FTcFFYS1JVaGRnZExrSUVqb0N2bGphMkpVN0JjTUQzQ2hqTHFfTGFWRE80aDVBQnhtekN6R1cyY0JmN2dZdGZRUFRtSUl5REdRdjF6OTFTb2kxN1pu?oc=5,Brava Energia (BRAV3): Petrobras mela planos de expansão e ações despencam Valor Investe,negativo,m&a_estrategia;operacional_incidente,2,"Petrobras adiou planos de expansão da Brava Energia (BRAV3), resultando em queda significativa do preço das ações da companhia."
Brava Energia,BRAV3,2026-03-30T21:28:31+00:00,Google News,noticia,BRAV3 acelera produção e mira novo salto: perfuração pode mudar jogo da petroleira - Guia do Investidor,https://news.google.com/rss/articles/CBMivwFBVV95cUxOYXRwMkRDYmZwMElHM3gxMElfRWtaRzBYZ3lLU2p3WDRka3NfVEQ1NV9QTktGY3FUdFJENTJlVk5NSDltQnRXVEF1R2pCSUF6bVI4U3hsdnAxUEhrYVYxYVhqWHhPaGxybS1VLXRHT3NHTThQXzZtaHN6dWZ3VHJUazJuYjJNaWprZzVpRXNkbDFvWmRlTXZQbmp0MFZaRUFvdW5paWJDNFRiY0ZkZXRQZ2t5NC0zTGVBeE4xdnVKTQ?oc=5,BRAV3 acelera produção e mira novo salto: perfuração pode mudar jogo da petroleira Guia do Investidor,positivo,operacional_incidente;m&a_estrategia,2,BRAV3 acelera sua produção e planeja novo salto estratégico através de operações de perfuração que podem transformar seu posicionamento competitivo no setor de petróleo.
